idx,variant,dataset_name,question_id,question,gold_answer,pred_answer,raw_output,has_answer_tag
4281,standard,timeqa_split_hard_train,/wiki/Annemarie_Renger#P39_hard_2,What was the position of Annemarie Renger after Feb 1976?,President of the Bundestag,member of the Advisory Conference of the European Council and the Western European Union,<answer> member of the Advisory Conference of the European Council and the Western European Union </answer>,True
4282,standard,timeqa_split_hard_train,/wiki/Phil_Jevons#P54_hard_2,Which team did Phil Jevons play for between May 2002 and Oct 2002?,Hull City,Grimsby Town,<answer> Grimsby Town </answer>,True
4283,standard,timeqa_split_hard_train,/wiki/Vicente_Mir#P54_hard_3,Vicente Mir played for which team after Aug 2001?,Villajoyosa CF,,Villajoyosa CF,False
4284,standard,timeqa_split_hard_train,/wiki/Richard_Gere#P26_hard_1,Who was the spouse of Richard Gere in Jun 2009?,Carey Lowell,,Carey Lowell,False
4285,standard,timeqa_split_hard_train,/wiki/VP-41#P1448_hard_2,VP-41 was officially named what in Aug 1946?,Patrol Squadron 21,Patrol Squadron 41,<answer> Patrol Squadron 41 </answer>,True
4286,standard,timeqa_split_hard_train,/wiki/Michael_Sabia#P108_hard_1,Who did Michael Sabia work for between Dec 2002 and Jul 2006?,Bell Canada Enterprises,,Bell Canada Enterprises,False
4287,standard,timeqa_split_hard_train,/wiki/Air_Staff_(Sweden)#P4791_hard_7,Who was the commander of Air Staff (Sweden) between Nov 1970 and Jun 1972?,Dick Stenberg,Dick Stenberg,<answer> Dick Stenberg </answer>,True
4288,standard,timeqa_split_hard_train,/wiki/Oakland_Arena#P466_hard_2,Who occupied Oakland Arena in 1976?,Golden State Warriors,Golden State Warriors,<answer> Golden State Warriors </answer>,True
4289,standard,timeqa_split_hard_train,/wiki/Jevrem_Grujiu0107#P463_hard_1,Jevrem Grujiu0107 became a member of what organization or association in Mar 1869?,minister,minister,<answer> minister </answer>,True
4290,standard,timeqa_split_hard_train,/wiki/Francis_H._Case#P106_hard_1,What was Francis H. Case 's occupation after Oct 1935?,publisher,,publisher,False
4291,standard,timeqa_split_hard_train,/wiki/Charles_Holden#P800_hard_2,Where did Charles Holden live between Apr 1900 and Mar 1901?,Norbiton,London,<answer> London </answer>,True
4292,standard,timeqa_split_hard_train,/wiki/Stefan_Heu00dfe#P106_hard_5,What was the occupation of Stefan Heu00dfe in Jun 2015?,Vicar General,diocesan administrator,<answer> diocesan administrator </answer>,True
4293,standard,timeqa_split_hard_train,/wiki/Evert_Collier#P937_hard_1,Where did Evert Collier work in late 1690s?,London,London,<answer> London </answer>,True
4294,standard,timeqa_split_hard_train,/wiki/Thyrsa_Frazier_Svager#P69_hard_0,Thyrsa Frazier Svager went to which school between Nov 1950 and Dec 1950?,Antioch,,Antioch,False
4295,standard,timeqa_split_hard_train,/wiki/James_L._Skinner#P463_hard_0,What organization or association or team did James L. Skinner join in 2012?,"Vice-Chair,Chair-Elect,and the Chair of Chemical Physics Division of the American Physical Society",American Physical Society,<answer> American Physical Society </answer>,True
4296,standard,timeqa_split_hard_train,/wiki/Pablo_Barrera#P54_hard_2,Which team did the player Pablo Barrera belong to between Apr 2011 and Nov 2011?,Real Zaragoza West Ham United,West Ham United,<answer> West Ham United </answer>,True
4297,standard,timeqa_split_hard_train,/wiki/Dani_Alves#P54_hard_3,Which team did the player Dani Alves belong to in Jun 2016?,Juventus,Juventus,<answer> Juventus </answer>,True
4298,standard,timeqa_split_hard_train,/wiki/Douglas_Engelbart#P69_hard_1,Who did Douglas Engelbart work for between Nov 1957 and Jul 1973?,SRI International Stanford Research Institute,IDO Corporation,<answer> IDO Corporation </answer>,True
4299,standard,timeqa_split_hard_train,/wiki/Mohd_Zaquan_Adha_Abdul_Radzak#P54_hard_2,Which team did the player Mohd Zaquan Adha Abdul Radzak belong to between Oct 2012 and Mar 2013?,Malaysia U23,Malaysia,<answer> Malaysia </answer>,True
4300,standard,timeqa_split_hard_train,/wiki/Bruce_Price#P937_hard_1,Where did Bruce Price work between Jun 1873 and Mar 1874?,"Wilkes-Barre,Pennsylvania New York City","Wilkes-Barre, Pennsylvania","<answer> Wilkes-Barre, Pennsylvania </answer>",True
4301,standard,timeqa_split_hard_train,/wiki/Sevilla_FC_Puerto_Rico#P118_hard_0,Which league did Sevilla FC Puerto Rico play for between Aug 2006 and Dec 2006?,Puerto Rico Soccer League,,Puerto Rico Soccer League,False
4302,standard,timeqa_split_hard_train,/wiki/Westgate_Las_Vegas#P127_hard_8,Westgate Las Vegas was owned by whom in Jul 2014?,Westgate Resorts,,Park Place Entertainment,False
4303,standard,timeqa_split_hard_train,/wiki/Vladimir_Drinfeld#P463_hard_2,Vladimir Drinfeld became a member of what organization or association in 2016?,National Academy of Sciences,National Academy of Sciences,<answer> National Academy of Sciences </answer>,True
4304,standard,timeqa_split_hard_train,/wiki/C._Richard_Tracy#P69_hard_0,Which school did C. Richard Tracy go to before Nov 1965?,"California State University,Northridge","California State University, Northridge","<answer> California State University, Northridge </answer>",True
4305,standard,timeqa_split_hard_train,"/wiki/Embassy_of_Ukraine,_Berlin#P488_hard_1","Who was the head of Embassy of Ukraine, Berlin in May 2004?",Ihor Dolhov,,Ihor Dolhov,False
4306,standard,timeqa_split_hard_train,/wiki/Dmitri_Alenichev#P6087_hard_0,Dmitri Alenichev was the coach of which team in Dec 2010?,Russia national under-18 team,Russia national under-18 team,<answer>Russia national under-18 team</answer>,True
4307,standard,timeqa_split_hard_train,/wiki/Daniel_Benjamin#P108_hard_6,What was the name of the employer Daniel Benjamin work for in Feb 2011?,United States Department of State,United States Department of State,<answer> United States Department of State </answer>,True
4308,standard,timeqa_split_hard_train,/wiki/Au_Yeung_Yiu_Chung#P54_hard_0,Au Yeung Yiu Chung played for which team before May 2006?,Hong Kong First Division League for Hong Kong 08,Hong Kong,<answer> Hong Kong </answer>,True
4309,standard,timeqa_split_hard_train,/wiki/Barrie_Unsworth#P39_hard_2,What was the position of Barrie Unsworth before Sep 1976?,Unknown,New South Wales Legislative Council,<answer> New South Wales Legislative Council </answer>,True
4310,standard,timeqa_split_hard_train,/wiki/Ana_Matnadze#P2962_hard_0,Which title was conferred to Ana Matnadze in 2006?,International Master,International Master,<answer> International Master </answer>,True
4311,standard,timeqa_split_hard_train,/wiki/Ronny_Rodelin#P54_hard_2,Which team did Ronny Rodelin play for between Jan 2011 and May 2012?,Lille,Nantes,<answer> Nantes </answer>,True
4312,standard,timeqa_split_hard_train,/wiki/Ferdinand_Schu00f6rner#P410_hard_2,What military rank did Ferdinand Schu00f6rner have between Jul 1933 and Mar 1934?,Unknown,colonel,<answer> colonel </answer>,True
4313,standard,timeqa_split_hard_train,/wiki/Eric_Snow#P54_hard_1,Which team did Eric Snow play for in Aug 2002?,Philadelphia 76ers,Philadelphia 76ers,<answer> Philadelphia 76ers </answer>,True
4314,standard,timeqa_split_hard_train,/wiki/Pavel_Korovkin#P108_hard_1,Which employer did Pavel Korovkin work for between Nov 1945 and Jan 1946?,Kalinin Pedagogical Institute,,Kalinin Pedagogical Institute,False
4315,standard,timeqa_split_hard_train,/wiki/Licia_Albanese#P27_hard_2,What citizenship did Licia Albanese hold in early 2010s?,Italy United States,United States,<answer> United States </answer>,True
4316,standard,timeqa_split_hard_train,/wiki/Fidel_Castro#P102_hard_1,Which party was Fidel Castro a member of between Sep 1961 and Jan 1962?,26th of July Movement,26th of July Movement,<answer> 26th of July Movement </answer>,True
4317,standard,timeqa_split_hard_train,/wiki/Kypros_Chrysostomides#P39_hard_4,Which position did Kypros Chrysostomides hold in Jun 2008?,Minister of Justice and Public Order,member of the House of Representatives,<answer> member of the House of Representatives </answer>,True
4318,standard,timeqa_split_hard_train,/wiki/Tim_Kaine#P39_hard_3,Which position did Tim Kaine hold between Apr 2006 and Mar 2007?,Virginia Governors,lieutenant governor of Virginia,<answer> lieutenant governor of Virginia </answer>,True
4319,standard,timeqa_split_hard_train,/wiki/David_Goodsell#P108_hard_2,What was the name of the employer David Goodsell work for in early 2010s?,Scripps Research,,Scripps Research,False
4320,standard,timeqa_split_hard_train,/wiki/Joseph_Martin_(Canadian_politician)#P39_hard_3,What position did Joseph Martin (Canadian politician) take between Jul 1915 and Nov 1916?,Member of Parliament,,Member of Parliament,False
4321,standard,timeqa_split_hard_train,/wiki/Stephen_Crainey#P54_hard_4,Which team did Stephen Crainey play for between Jun 2014 and Sep 2014?,Fleetwood Town,Fleetwood Town,<answer> Fleetwood Town </answer>,True
4322,standard,timeqa_split_hard_train,/wiki/Dalia_Grybauskaitu0117#P39_hard_3,What was the position of Dalia Grybauskaitu0117 in Apr 2011?,president of Lithuania,president of Lithuania,<answer> president of Lithuania </answer>,True
4323,standard,timeqa_split_hard_train,/wiki/USS_LCS(L)(3)-102#P8047_hard_2,What was the country of registry for USS LCS(L)(3)-102 between May 1979 and Dec 1992?,Thailand,United States,<answer> United States </answer>,True
4324,standard,timeqa_split_hard_train,/wiki/Hirendranath_Mukherjee#P39_hard_0,What position did Hirendranath Mukherjee take in Oct 1952?,"Member,First Lok Sabha",Member,<answer> Member </answer>,True
4325,standard,timeqa_split_hard_train,/wiki/Pierluigi_Carafa#P39_hard_6,What position did Pierluigi Carafa take after Jun 1755?,titular archbishop,Camerlengo of the Sacred College of Cardinals,<answer> Camerlengo of the Sacred College of Cardinals </answer>,True
4326,standard,timeqa_split_hard_train,/wiki/Anto_Drobnjak#P54_hard_4,Anto Drobnjak played for which team in Apr 1998?,Gamba Osaka,Lens,<answer> Lens </answer>,True
4327,standard,timeqa_split_hard_train,/wiki/Arthur_Rowley#P54_hard_1,Which team did Arthur Rowley play for in Jul 1948?,Fulham,West Bromwich Albion,<answer> West Bromwich Albion </answer>,True
4328,standard,timeqa_split_hard_train,/wiki/VFA-86#P1448_hard_1,VFA-86 was officially named what between Sep 1953 and Sep 1954?,Fighter Squadron 84,Fighter Squadron 84,<answer> Fighter Squadron 84 </answer>,True
4329,standard,timeqa_split_hard_train,/wiki/Giovanna_Garzoni#P937_hard_3,Giovanna Garzoni worked in  which location in Jul 1633?,Turin,Rome,<answer> Rome </answer>,True
4330,standard,timeqa_split_hard_train,/wiki/George_Oliver_(politician)#P39_hard_1,What position did George Oliver (politician) take in Jul 1925?,Member of Parliament,"Parliamentary Under-Secretary of State at the Home Office , Member of Parliament","<answer> Parliamentary Under-Secretary of State at the Home Office , Member of Parliament </answer>",True
4331,standard,timeqa_split_hard_train,/wiki/Josep_Bargallu00f3#P39_hard_0,Which position did Josep Bargallu00f3 hold before Jul 2002?,member of the municipal council,member of the municipal council,<answer> member of the municipal council </answer>,True
4332,standard,timeqa_split_hard_train,/wiki/Usher_L._Burdick#P39_hard_3,What position did Usher L. Burdick take between Jan 1914 and Jun 1914?,states attorney,deputy,<answer> deputy </answer>,True
4333,standard,timeqa_split_hard_train,/wiki/The_Blue_Boy#P127_hard_2,Who was the owner of The Blue Boy between Aug 1805 and Dec 1806?,John Hoppner Duke of Westminster,Duke of Westminster,<answer> Duke of Westminster </answer>,True
4334,standard,timeqa_split_hard_train,/wiki/George_W._Crawford#P39_hard_1,What was the position of George W. Crawford between Jan 1843 and Mar 1843?,Congressman Governor of Georgia,,Congressman Governor of Georgia,False
4335,standard,timeqa_split_hard_train,/wiki/Mark_Thompson_(chemist)#P108_hard_0,Mark Thompson (chemist) was an employee for whom in Aug 1986?,Oxford University,,Oxford University,False
4336,standard,timeqa_split_hard_train,/wiki/Andreas_Lipa#P54_hard_3,Which team did Andreas Lipa play for after Apr 2004?,Valiants,Valiants,<answer> Valiants </answer>,True
4337,standard,timeqa_split_hard_train,/wiki/Danielle_Darrieux#P26_hard_2,Who was Danielle Darrieux 's spouse in Jun 1985?,Georges Mitsikidu00e8s,,Georges Mitsikidès,False
4338,standard,timeqa_split_hard_train,"/wiki/William_Monsell,_1st_Baron_Emly#P39_hard_4","Which position did William Monsell, 1st Baron Emly hold between Jun 1873 and Sep 1873?",Under-Secretary of State for the Colonies Postmaster-General Lord Lieutenant of County Limerick,,Clerk of the Ordnance by Lord Aberdeen,False
4339,standard,timeqa_split_hard_train,/wiki/Richard_Parks#P54_hard_4,Which team did the player Richard Parks belong to in Jan 2006?,Perpignan,Leeds Tykes,<answer> Leeds Tykes </answer>,True
4340,standard,timeqa_split_hard_train,/wiki/Daryl_Fordyce#P54_hard_0,Which team did the player Daryl Fordyce belong to in Oct 2005?,AFC Bournemouth,,AFC Bournemouth,False
4341,standard,timeqa_split_hard_train,/wiki/Nicolao_Dumitru#P54_hard_3,Which team did Nicolao Dumitru play for in Apr 2012?,Ternana,Empoli,<answer> Empoli </answer>,True
4342,standard,timeqa_split_hard_train,/wiki/Nu00e9stor_Kirchner#P39_hard_3,What was the position of Nu00e9stor Kirchner between Feb 2009 and Mar 2009?,first gentleman,first gentleman,<answer> first gentleman </answer>,True
4343,standard,timeqa_split_hard_train,/wiki/Gothic_art#P17_hard_0,Which country did Gothic art belong to before Sep 1197?,Northern France,,Northern France,False
4344,standard,timeqa_split_hard_train,/wiki/Gordon_Hayward#P54_hard_1,Gordon Hayward played for which team between Jan 2015 and Jul 2016?,Utah Jazz,,Utah Jazz,False
4345,standard,timeqa_split_hard_train,/wiki/World_Uyghur_Congress#P488_hard_0,Who was the head of World Uyghur Congress between May 2005 and Nov 2005?,Erkin Alptekin,Erkin Alptekin,<answer> Erkin Alptekin </answer>,True
4346,standard,timeqa_split_hard_train,/wiki/Konrad_Wolf_Film_University_of_Babelsberg#P1075_hard_2,Who was the rector of Konrad Wolf Film University of Babelsberg between Jul 1988 and Sep 1988?,Lothar Bisky,Lothar Bisky,<answer> Lothar Bisky </answer>,True
4347,standard,timeqa_split_hard_train,/wiki/Andru00e9_Almeida#P54_hard_0,Andru00e9 Almeida played for which team before Aug 2009?,Belenenses,,Belenenses,False
4348,standard,timeqa_split_hard_train,/wiki/Antoni_Martu00ed#P39_hard_2,Which position did Antoni Martu00ed hold before Sep 2006?,Unknown,,Mayor of Escaldes-Engordany,False
4349,standard,timeqa_split_hard_train,/wiki/Joan_Kirner#P39_hard_1,What position did Joan Kirner take between Dec 1988 and Feb 1989?,Unknown,,Unknown,False
4350,standard,timeqa_split_hard_train,/wiki/Nigel_Quashie#P54_hard_4,Which team did the player Nigel Quashie belong to between Dec 2008 and Dec 2008?,West Ham United,Queens Park Rangers,<answer> Queens Park Rangers </answer>,True
4351,standard,timeqa_split_hard_train,/wiki/Jason_Scotland#P54_hard_3,Jason Scotland played for which team between Apr 2006 and Jul 2006?,St Johnstone,St Johnstone,<answer> St Johnstone </answer>,True
4352,standard,timeqa_split_hard_train,"/wiki/Paul_Millar_(footballer,_born_1966)#P54_hard_0","Which team did Paul Millar (footballer, born 1966) play for in Feb 1984?",Glentoran,,Glentoran,False
4353,standard,timeqa_split_hard_train,/wiki/Alessandro_Magnasco#P937_hard_0,Where did Alessandro Magnasco work between Apr 1688 and May 1702?,Unknown,Unknown,<answer> Unknown </answer>,True
4354,standard,timeqa_split_hard_train,/wiki/Affari_tuoi#P371_hard_3,Who was the presenter of Affari tuoi after Apr 2009?,Max Giusti,Max Giusti,<answer> Max Giusti </answer>,True
4355,standard,timeqa_split_hard_train,/wiki/Lega_Lombarda#P488_hard_1,Who was the chair of Lega Lombarda in Jan 1992?,Francesco Speroni,Francesco Speroni,<answer> Francesco Speroni </answer>,True
4356,standard,timeqa_split_hard_train,/wiki/Harry_Redknapp#P54_hard_1,Which team did the player Harry Redknapp belong to in Dec 1972?,AFC Bournemouth,West Ham United,<answer> West Ham United </answer>,True
4357,standard,timeqa_split_hard_train,/wiki/Roman_Catholic_Archdiocese_of_Grouardu2013McLennan#P488_hard_6,Who was the head of Roman Catholic Archdiocese of Grouardu2013McLennan between Oct 1952 and Jan 1953?,Ubald Langlois,Ubald Langlois,<answer> Ubald Langlois </answer>,True
4358,standard,timeqa_split_hard_train,/wiki/UWu2013Milwaukee_Panther_Arena#P466_hard_2,Who occupied UWu2013Milwaukee Panther Arena before Nov 1961?,Unknown,Milwaukee Bucks,<answer> Milwaukee Bucks </answer>,True
4359,standard,timeqa_split_hard_train,/wiki/British_Rail_Class_D16/1#P137_hard_1,What was the operator of British Rail Class D16/1 between Aug 1952 and Nov 1952?,"London,Midland and Scottish Railway","London, Midland and Scottish Railway","<answer> London, Midland and Scottish Railway </answer>",True
4360,standard,timeqa_split_hard_train,"/wiki/Sir_Glynne_Welby,_3rd_Baronet#P39_hard_0","What was the position of Sir Glynne Welby, 3rd Baronet in Jul 1834?",Member of Parliament,Member of Parliament,<answer> Member of Parliament </answer>,True
4361,standard,timeqa_split_hard_train,/wiki/Rau00fal_Fabiani#P54_hard_2,Rau00fal Fabiani played for which team between Jun 2005 and Aug 2005?,CP Cacereu00f1o,,Moralo CP,False
4362,standard,timeqa_split_hard_train,/wiki/Alan_Blumlein#P108_hard_2,Which employer did Alan Blumlein work for between Jan 1928 and Nov 1928?,Standard Telephones and Cables,Western Electric Company,<answer> Western Electric Company </answer>,True
4363,standard,timeqa_split_hard_train,/wiki/Erik_Paartalu#P54_hard_1,Erik Paartalu played for which team in Aug 2005?,Northern Spirit Parramatta Eagles,Northern Spirit,<answer> Northern Spirit </answer>,True
4364,standard,timeqa_split_hard_train,/wiki/Frances_Melville#P108_hard_0,Which employer did Frances Melville work for between Oct 1898 and Dec 1898?,University of Edinburgh,,University of Edinburgh,False
4365,standard,timeqa_split_hard_train,"/wiki/Henry_Parnell,_1st_Baron_Congleton#P39_hard_0","What was the position of Henry Parnell, 1st Baron Congleton before Apr 1834?",Parliament of the United Kingdom for Queens County,Parliament of the United Kingdom for Queens County,<answer> Parliament of the United Kingdom for Queens County </answer>,True
4366,standard,timeqa_split_hard_train,/wiki/Free-minded_Liberal_Party#P488_hard_4,Who was the head of Free-minded Liberal Party in Aug 1919?,Bernt Holtsmark,Bernt Holtsmark,<answer> Bernt Holtsmark </answer>,True
4367,standard,timeqa_split_hard_train,/wiki/Polish_People's_Party#P488_hard_4,Who was the chair of Polish People's Party between Jul 2015 and Nov 2015?,Janusz Piechociu0144ski,Waldemar Pawlak,<answer> Waldemar Pawlak </answer>,True
4368,standard,timeqa_split_hard_train,/wiki/Dimitris_Avramopoulos#P39_hard_2,Which position did Dimitris Avramopoulos hold in May 2005?,Minister of Tourism,Minister of Health and Social Solidarity,<answer> Minister of Health and Social Solidarity </answer>,True
4369,standard,timeqa_split_hard_train,/wiki/Jahmir_Hyka#P54_hard_3,Jahmir Hyka played for which team between Apr 2010 and Sep 2010?,Panionios,Panionios,<answer> Panionios </answer>,True
4370,standard,timeqa_split_hard_train,/wiki/Sylvia_Ashley#P26_hard_0,Who was Sylvia Ashley 's spouse before Feb 1929?,Lord Ashley,,Lord Ashley,False
4371,standard,timeqa_split_hard_train,/wiki/Kenta_Hasegawa#P54_hard_1,Which team did the player Kenta Hasegawa belong to between Nov 1990 and Aug 1991?,Unknown,Nissan Motors,<answer> Nissan Motors </answer>,True
4372,standard,timeqa_split_hard_train,/wiki/Henry_Murdac#P39_hard_1,Which position did Henry Murdac hold after Sep 1143?,Archbishop at Ripon,Archbishop at Ripon,<answer> Archbishop at Ripon </answer>,True
4373,standard,timeqa_split_hard_train,/wiki/Lewis_Young#P54_hard_2,Lewis Young played for which team between Sep 2011 and Oct 2011?,Northampton Town,Burton Albion,<answer> Burton Albion </answer>,True
4374,standard,timeqa_split_hard_train,/wiki/Carolyn_Abbate#P108_hard_1,Carolyn Abbate was an employee for whom between Apr 2006 and Jul 2007?,Harvard University,,Princeton,False
4375,standard,timeqa_split_hard_train,/wiki/Alexis_Tsipras#P39_hard_3,What was the position of Alexis Tsipras in Aug 2015?,Unknown,Prime Minister of Greece,<answer> Prime Minister of Greece </answer>,True
4376,standard,timeqa_split_hard_train,/wiki/Margot_Wallstru00f6m#P39_hard_3,Margot Wallstru00f6m took which position between Mar 1997 and Apr 1997?,Minister for Social Affairs,Minister for Social Affairs,<answer> Minister for Social Affairs </answer>,True
4377,standard,timeqa_split_hard_train,/wiki/Liam_Fox#P39_hard_2,What was the position of Liam Fox in Apr 2005?,Shadow Foreign Secretary,Shadow Foreign Secretary,<answer> Shadow Foreign Secretary </answer>,True
4378,standard,timeqa_split_hard_train,/wiki/Ju00fcrgen_Ru00fcttgers#P39_hard_2,What was the position of Ju00fcrgen Ru00fcttgers between Sep 2008 and Oct 2008?,Minister President of North Rhine-Westphalia,Unknown,<answer> Unknown </answer>,True
4379,standard,timeqa_split_hard_train,/wiki/Patrick_Aebischer#P108_hard_0,Who did Patrick Aebischer work for before Jul 1989?,Brown University,,Brown University,False
4380,standard,timeqa_split_hard_train,"/wiki/Brian_Tinnion_(footballer,_born_1948)#P54_hard_4","Which team did the player Brian Tinnion (footballer, born 1948) belong to after Nov 1980?",Wichita Wings,Wichita Wings,<answer> Wichita Wings </answer>,True
4381,standard,timeqa_split_hard_train,/wiki/Josu00e9_Francisco_Molina#P54_hard_1,Josu00e9 Francisco Molina played for which team in Sep 1990?,UD Alzira,Valencia CF,<answer> Valencia CF </answer>,True
4382,standard,timeqa_split_hard_train,/wiki/Jamie_Coyne#P54_hard_2,Which team did Jamie Coyne play for between Oct 2003 and Nov 2003?,Perth Glory,Perth Glory,<answer> Perth Glory </answer>,True
4383,standard,timeqa_split_hard_train,/wiki/Bettino_Craxi#P39_hard_1,Which position did Bettino Craxi hold in Oct 1983?,Prime Minister of Italy,Prime Minister of Italy,<answer> Prime Minister of Italy </answer>,True
4384,standard,timeqa_split_hard_train,/wiki/Republic_of_Cospaia#P47_hard_1,Republic of Cospaia shared border with what between May 1565 and Jul 1567?,Unknown,Republic of Florence,<answer> Republic of Florence </answer>,True
4385,standard,timeqa_split_hard_train,/wiki/Akkihebbal_Ravishankara#P108_hard_2,Akkihebbal Ravishankara was an employee for whom in 1985?,Georgia Institute of Technology National Oceanic and Atmospheric Administration,Georgia Institute of Technology National Oceanic and Atmospheric Administration,<answer> Georgia Institute of Technology National Oceanic and Atmospheric Administration </answer>,True
4386,standard,timeqa_split_hard_train,/wiki/Toyota_Stadium_(Texas)#P1448_hard_0,What was the official name of Toyota Stadium (Texas) before Aug 2005?,Pizza Hut Park,Pizza Hut Park,<answer> Pizza Hut Park </answer>,True
4387,standard,timeqa_split_hard_train,/wiki/Fabiola_Gianotti#P463_hard_0,Fabiola Gianotti became a member of what organization or association in 2012?,CERN,CERN,<answer> CERN </answer>,True
4388,standard,timeqa_split_hard_train,/wiki/Inez_Scott_Ryberg#P108_hard_0,Inez Scott Ryberg was an employee for whom between Nov 1922 and Dec 1922?,Unknown,Unknown,<answer> Unknown </answer>,True
4389,standard,timeqa_split_hard_train,/wiki/Kevin_Ellison_(footballer)#P54_hard_1,Which team did the player Kevin Ellison (footballer) belong to between Dec 2001 and Nov 2002?,Stockport County,Stockport County,<answer> Stockport County </answer>,True
4390,standard,timeqa_split_hard_train,/wiki/Claudio_Ranieri#P6087_hard_4,Which team was coached by Claudio Ranieri in Jan 2012?,Inter,Leicester City,<answer> Leicester City </answer>,True
4391,standard,timeqa_split_hard_train,/wiki/Stiliyan_Petrov#P54_hard_4,Which team did Stiliyan Petrov play for in 2011?,Aston Villa,,Aston Villa,False
4392,standard,timeqa_split_hard_train,/wiki/Astrid_Grotelu00fcschen#P463_hard_2,What organization or association or team did Astrid Grotelu00fcschen join in 2014?,Unknown,Subcommittee on Regional Economic Policy,<answer> Subcommittee on Regional Economic Policy </answer>,True
4393,standard,timeqa_split_hard_train,/wiki/UNLV_Rebels_football#P115_hard_1,What was the home venue of UNLV Rebels football in Jan 1983?,Las Vegas Stadium,,Las Vegas Stadium,False
4394,standard,timeqa_split_hard_train,/wiki/Arnold_Houbraken#P937_hard_1,What was the working location for Arnold Houbraken between Mar 1710 and Apr 1711?,Amsterdam,,Dordrecht,False
4395,standard,timeqa_split_hard_train,/wiki/Louie_Gohmert#P69_hard_2,Where was Louie Gohmert educated after Oct 1976?,Baylor Law School,,Texas A&M University,False
4396,standard,timeqa_split_hard_train,/wiki/Andy_Clarke_(footballer)#P54_hard_1,Which team did the player Andy Clarke (footballer) belong to between Oct 1993 and Oct 1994?,Wimbledon,,Wimbledon,False
4397,standard,timeqa_split_hard_train,/wiki/Konrad_von_Preysing#P39_hard_1,What position did Konrad von Preysing take in Oct 1946?,Bishop of Berlin,,Bishop of Berlin,False
4398,standard,timeqa_split_hard_train,/wiki/Barry_O'Farrell#P39_hard_0,What position did Barry O'Farrell take in early 2000s?,Deputy Leader,,Deputy Leader,False
4399,standard,timeqa_split_hard_train,/wiki/Niclas_Jensen#P54_hard_0,Which team did Niclas Jensen play for between Oct 1993 and Nov 1993?,Danish club Boldklubben 1893,Boldklubben 1893,<answer> Boldklubben 1893 </answer>,True
4400,standard,timeqa_split_hard_train,/wiki/Marian_Lupu#P102_hard_1,Which political party did Marian Lupu belong to in May 2007?,Party of Communists of the Republic of Moldova,Party of Communists of the Republic of Moldova,<answer> Party of Communists of the Republic of Moldova </answer>,True
4401,standard,timeqa_split_hard_train,/wiki/Pamela_Anderson#P26_hard_0,Who was the spouse of Pamela Anderson between Aug 1995 and Sep 1996?,Tommy Lee,,Tommy Lee,False
4402,standard,timeqa_split_hard_train,/wiki/Derek_Niven#P54_hard_2,Which team did the player Derek Niven belong to between Sep 2004 and Jan 2009?,"Chesterfield,Northampton Town",Chesterfield,<answer> Chesterfield </answer>,True
4403,standard,timeqa_split_hard_train,/wiki/George_Reid_(Scottish_politician)#P39_hard_4,Which position did George Reid (Scottish politician) hold in Jun 2003?,Presiding Officer,Presiding Officer,<answer> Presiding Officer </answer>,True
4404,standard,timeqa_split_hard_train,/wiki/David_Andersen#P54_hard_5,Which team did David Andersen play for between Dec 2009 and 2010?,Houston Rockets,Houston Rockets,<answer> Houston Rockets </answer>,True
4405,standard,timeqa_split_hard_train,/wiki/Selkent#P127_hard_1,Selkent was owned by whom in late 1990s?,Stagecoach,Stagecoach,<answer> Stagecoach </answer>,True
4406,standard,timeqa_split_hard_train,/wiki/Daniel_Berg_Hestad#P54_hard_2,Which team did Daniel Berg Hestad play for in early 2000s?,Molde Norwegian national team,Molde,<answer> Molde </answer>,True
4407,standard,timeqa_split_hard_train,/wiki/Joe_Purcell#P39_hard_3,What was the position of Joe Purcell in Jul 1979?,Lieutenant Governor of Arkansas,,Lieutenant Governor of Arkansas,False
4408,standard,timeqa_split_hard_train,/wiki/Ciro_Polito#P54_hard_2,Ciro Polito played for which team in Dec 2000?,Lucchese,Salerno,<answer> Salerno </answer>,True
4409,standard,timeqa_split_hard_train,/wiki/Andy_Dowie#P54_hard_1,Which team did the player Andy Dowie belong to between Mar 2004 and Apr 2004?,Partick Thistle,Partick Thistle,<answer> Partick Thistle </answer>,True
4410,standard,timeqa_split_hard_train,/wiki/Roger_Vadim#P26_hard_1,Who was Roger Vadim 's spouse in Feb 1959?,Unknown,,Brigitte Bardot,False
4411,standard,timeqa_split_hard_train,/wiki/Alexander_Ramsey#P39_hard_2,Alexander Ramsey took which position between Dec 1853 and Apr 1854?,Unknown,,answer Territorial Governor of Minnesota,False
4412,standard,timeqa_split_hard_train,/wiki/Yuri_Averbakh#P2962_hard_2,Which title was conferred to Yuri Averbakh in 1944?,Unknown,International Judge of Chess Compositions,<answer> International Judge of Chess Compositions </answer>,True
4413,standard,timeqa_split_hard_train,/wiki/T._P._O'Connor#P39_hard_5,What position did T. P. O'Connor take in May 1923?,Member of Parliament,Member of Parliament,<answer> Member of Parliament </answer>,True
4414,standard,timeqa_split_hard_train,/wiki/Todd_Russell_Platts#P69_hard_0,Where was Todd Russell Platts educated between Dec 1979 and Dec 1979?,York Suburban Senior High School,,York Suburban Senior High School,False
